question_id,question_text,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3,category,difficulty,source_field,tags
Q798,What is the real name of Doechii?,Jaylah Ji'mya Hickmon,"Taboo, will.i.am, APL.DE.AP",Maria-Cecilia Simone Kelly,Lana Michele Moorer,Real Name,Medium,real_name,identity
Q799,What year was Rick Ross born?,1976,1977,1974,1973,Birth Year,Easy,birth_year,"bio,origin"
Q800,Which city or region is Rick Ross associated with?,"Clarksdale, MS","Milwaukee, WI","Hempstead, NY","Cordova, TN",Origin,Easy,origin,location
Q801,What is the real name of Rick Ross?,William Leonard Roberts II,Matthew Jefferson,Enongo Lumumba-Kasongo,Cameron Ezike Giles,Real Name,Medium,real_name,identity
Q802,What year was Lakeyah born?,2001,1986,1974,1981,Birth Year,Easy,birth_year,"bio,origin"
Q803,Which city or region is Lakeyah associated with?,"Milwaukee, WI","Worcester, MA","New York, NY","Portsmouth, VA",Origin,Easy,origin,location
Q804,What is the real name of Lakeyah?,Lakeyah Danaee Robinson,"N.A.R.D., Belo Zero, AK-47",Jayceon Terrell Taylor,Andre Louis Hicks,Real Name,Medium,real_name,identity
Q805,What year was Yeat born?,2000,1970,1960,1985,Birth Year,Easy,birth_year,"bio,origin"
Q806,Which city or region is Yeat associated with?,"Irvine, CA","Memphis, TN","San Francisco, CA","Cape Town, South Africa",Origin,Easy,origin,location
Q807,What is the real name of Yeat?,Noah Olivier Smith,"A-Plus, Phesto, Opio, Tajai",Azealia Amanda Banks,Timothy Elpadaro Thedford,Real Name,Medium,real_name,identity
Q808,What year was Future born?,1983,1999,1971,1995,Birth Year,Easy,birth_year,"bio,origin"
Q809,Which city or region is Future associated with?,"Atlanta, GA",Virginia,"Mobile, AL","Worcester, MA",Origin,Easy,origin,location
Q810,What is the real name of Future?,Nayvadius DeMun Wilburn,"Rio Loz, Ras Austin, Taj Austin, Eric Jamal",Stayve Jerome Thomas,Tariq Luqmaan Trotter,Real Name,Medium,real_name,identity
Q811,What year was Wu-Tang Clan born?,1992,1975,1990,1962,Birth Year,Easy,birth_year,"bio,origin"
Q812,Which city or region is Wu-Tang Clan associated with?,"Staten Island, NY","San Francisco, CA","Charlotte, NC","Atlanta, GA",Origin,Easy,origin,location
Q813,What is the real name of Wu-Tang Clan?,Various Members,Shadrach Kabango,John R. Austin II,Jaylah Ji'mya Hickmon,Real Name,Medium,real_name,identity
Q814,What year was Aesop Rock born?,1976,1990,1985,2008,Birth Year,Easy,birth_year,"bio,origin"
Q815,Which city or region is Aesop Rock associated with?,"Long Island, NY","Harlem, NY","Gadsden, AL","Cheltenham Township, PA",Origin,Easy,origin,location
Q816,What is the real name of Aesop Rock?,Ian Matthias Bavitz,Stayve Jerome Thomas,Leonard Eugene Hendricks III,Tauheed K. Epps,Real Name,Medium,real_name,identity
Q817,What year was Kool G Rap born?,1968,1989,1970,1988,Birth Year,Easy,birth_year,"bio,origin"
Q818,Which city or region is Kool G Rap associated with?,"Corona, Queens","Cheltenham Township, PA","Morrisville, PA","Savannah, GA",Origin,Easy,origin,location
Q819,What is the real name of Kool G Rap?,Nathaniel Thomas Wilson,Willard Carroll Smith Jr.,Avery Marcel Joshua Jones,Barry Adrian Reese,Real Name,Medium,real_name,identity
Q820,What year was Fashawn born?,1988,1985,1977,1979,Birth Year,Easy,birth_year,"bio,origin"
Q821,Which city or region is Fashawn associated with?,"Fresno, CA","Miami, FL","Newark, NJ","Cleveland, OH",Origin,Easy,origin,location
Q822,What is the real name of Fashawn?,Santiago Leyva,Kenyatta Lee Frazier Jr.,Yannick Koffi,Avery Marcel Joshua Jones,Real Name,Medium,real_name,identity
Q823,What year was Yelawolf born?,1979,1989,1983,1991,Birth Year,Easy,birth_year,"bio,origin"
Q824,Which city or region is Yelawolf associated with?,"Gadsden, AL","Corona, Queens","Portsmouth, VA","Boston, MA",Origin,Easy,origin,location
Q825,What is the real name of Yelawolf?,Michael Wayne Atha,Wesley Eric Weston Jr.,"Talib Kweli, Yasiin Bey",Avery Marcel Joshua Jones,Real Name,Medium,real_name,identity
Q826,What year was D Smoke born?,1985,1971,1969,1990,Birth Year,Easy,birth_year,"bio,origin"
Q827,Which city or region is D Smoke associated with?,"Inglewood, CA","Pontiac, MI","Jamaica, Queens","New York City, NY",Origin,Easy,origin,location
Q828,What is the real name of D Smoke?,Daniel Anthony Farris,"Imani, Slimkid3, Bootie Brown, Fatlip","Treach, Vin Rock",Caresha Romeka Brownlee,Real Name,Medium,real_name,identity
Q829,Which city or region is Clipse associated with?,"Virginia Beach, VA","Minot, ND","Cheltenham Township, PA","Ithaca, NY",Origin,Easy,origin,location
Q830,What is the real name of Clipse?,"Pusha T, Malice",Michael Lamar White IV,Assata Perkins,Ian Matthias Bavitz,Real Name,Medium,real_name,identity
Q831,What year was Big Sean born?,1988,1976,1972,1960,Birth Year,Easy,birth_year,"bio,origin"
Q832,Which city or region is Big Sean associated with?,"Detroit, MI","New York, NY","Savannah, GA","Winston-Salem, NC",Origin,Easy,origin,location
Q833,What is the real name of Big Sean?,Sean Michael Leonard Anderson,"DJ Babu, Evidence, Rakaa Iriscience",Keenon Dequan Ray Jackson,Paul Micheal Slayton,Real Name,Medium,real_name,identity
Q834,What year was Larry June born?,1991,1973,1966,1997,Birth Year,Easy,birth_year,"bio,origin"
Q835,Which city or region is Larry June associated with?,"San Francisco, CA","Toronto, ON","Kingston, Jamaica","Durham, NC",Origin,Easy,origin,location
Q836,What is the real name of Larry June?,Leonard Eugene Hendricks III,Jermaine Lamarr Cole,Assata Perkins,"Chuck D, Flavor Flav",Real Name,Medium,real_name,identity
Q837,What year was Thurz born?,1985,1996,1969,1986,Birth Year,Easy,birth_year,"bio,origin"
Q838,Which city or region is Thurz associated with?,"Inglewood, CA","Fayetteville, NC","Rockville, MD","Philadelphia, PA",Origin,Easy,origin,location
Q839,What is the real name of Thurz?,Yannick Koffi,David R. Styles,Dominique Armani Jones,Trevor George Smith Jr.,Real Name,Medium,real_name,identity
Q840,What year was A$AP Rocky born?,1988,1972,1958,1981,Birth Year,Easy,birth_year,"bio,origin"
Q841,Which city or region is A$AP Rocky associated with?,"Harlem, NY","Newark, NJ","Mount Vernon, NY","Fayetteville, NC",Origin,Easy,origin,location
Q842,What is the real name of A$AP Rocky?,Rakim Athelaston Mayers,Dwayne Michael Carter Jr.,"T3, J Dilla, Baatin, Elzhi, J Illa, Young RJ",Santiago Leyva,Real Name,Medium,real_name,identity
Q843,What year was Oswin Benjamin born?,1991,2000,1976,1977,Birth Year,Easy,birth_year,"bio,origin"
Q844,Which city or region is Oswin Benjamin associated with?,"Richmond, VA","Miami Gardens, FL","Buffalo, NY","Louisville, KY",Origin,Easy,origin,location
Q845,What is the real name of Oswin Benjamin?,Oswin Benjamin,Inga DeCarlo Fung Marchand,Jo-Vaughn Virginie Scott,Zaire Stewart,Real Name,Medium,real_name,identity
Q846,Which city or region is Dilated Peoples associated with?,"Los Angeles, CA","Oakland, CA","Atlanta, GA","Milwaukee, WI",Origin,Easy,origin,location
Q847,What is the real name of Dilated Peoples?,"DJ Babu, Evidence, Rakaa Iriscience","Pusha T, Malice",Robert Rihmeek Williams,Shyniece Thomas,Real Name,Medium,real_name,identity
Q848,What year was Saba born?,1994,1996,2001,1999,Birth Year,Easy,birth_year,"bio,origin"
Q849,Which city or region is Saba associated with?,"Chicago, IL","Long Island, NY","Baltimore, MD","San Antonio, TX",Origin,Easy,origin,location
Q850,What is the real name of Saba?,Tahj Malik Chandler,Ian Matthias Bavitz,Shadrach Kabango,"Big Gipp, CeeLo Green, Khujo, T-Mo",Real Name,Medium,real_name,identity
Q851,Which city or region is Do Or Die associated with?,"Chicago, IL","Bay Area, CA","San Antonio, TX","Corona, Queens",Origin,Easy,origin,location
Q852,What is the real name of Do Or Die?,"N.A.R.D., Belo Zero, AK-47",Tramar Lacel Dillard,"Imani, Slimkid3, Bootie Brown, Fatlip",Jaylah Ji'mya Hickmon,Real Name,Medium,real_name,identity
Q853,What year was Brother Ali born?,1977,1973,1971,1962,Birth Year,Easy,birth_year,"bio,origin"
Q854,Which city or region is Brother Ali associated with?,"Minneapolis, Minnesota","New York, NY","Portsmouth, VA","Newark, NJ",Origin,Easy,origin,location
Q855,What is the real name of Brother Ali?,Jason Douglas Newman,Hasben Jones,Assata Perkins,Coi Leray Collins,Real Name,Medium,real_name,identity
Q856,What year was Big Boi born?,1975,1969,1971,1983,Birth Year,Easy,birth_year,"bio,origin"
Q857,Which city or region is Big Boi associated with?,"Savannah, GA","Long Island, NY","Washington, D.C.","Worcester, MA",Origin,Easy,origin,location
Q858,What is the real name of Big Boi?,Antwan André Patton,Jason S Hunter,John David Jackson,Gary Eldridge Grice,Real Name,Medium,real_name,identity
Q859,What year was Nelly born?,1974,1984,2001,1973,Birth Year,Easy,birth_year,"bio,origin"
Q860,Which city or region is Nelly associated with?,"St. Louis, MO","Winston-Salem, NC","Long Island, NY","Irvine, CA",Origin,Easy,origin,location
Q861,What is the real name of Nelly?,Cornell Iral Haynes Jr.,Jeffrey Bruce Atkins,Andre Louis Hicks,Patrick Earl Houston,Real Name,Medium,real_name,identity
Q862,What year was Planet Asia born?,1976,1999,1985,1958,Birth Year,Easy,birth_year,"bio,origin"
Q863,Which city or region is Planet Asia associated with?,"Fresno, CA","Pompano Beach, FL","New York City, NY","Vallejo, CA",Origin,Easy,origin,location
Q864,What is the real name of Planet Asia?,Jason Green,Jordan Terrell Carter,Michael Taylor Perretta,Jahseh Dwayne Ricardo Onfroy,Real Name,Medium,real_name,identity
Q865,What year was Ab-Soul born?,1987,2002,1999,1962,Birth Year,Easy,birth_year,"bio,origin"
Q866,Which city or region is Ab-Soul associated with?,"Carson, CA","Cordova, TN","College Park, GA","Port Arthur, TX",Origin,Easy,origin,location
Q867,What is the real name of Ab-Soul?,Herbert Anthony Stevens IV,Jason Douglas Newman,Miles Parks McCollum,Mach-Hommy,Real Name,Medium,real_name,identity
Q868,What year was Slim Thug born?,1980,1988,1997,2008,Birth Year,Easy,birth_year,"bio,origin"
Q869,Which city or region is Slim Thug associated with?,"Houston, TX","Miami Gardens, FL","Manhattan, NY","Kansas City, MO",Origin,Easy,origin,location
Q870,What is the real name of Slim Thug?,Stayve Jerome Thomas,Noah Olivier Smith,Sir Robert Bryson Hall II,Radric Delantic Davis,Real Name,Medium,real_name,identity
Q871,What year was Schoolboy Q born?,1986,1977,1980,1960,Birth Year,Easy,birth_year,"bio,origin"
Q872,Which city or region is Schoolboy Q associated with?,"Wiesbaden, Germany","Watts, CA","Oxnard, CA","Wyandanch, NY",Origin,Easy,origin,location
Q873,What is the real name of Schoolboy Q?,Quincy Matthew Hanley,Shad Gregory Moss,Anthony Cruz,Kamaal Ibn John Fareed,Real Name,Medium,real_name,identity
